positivity,text
2,washington dec congressional conferees agreed today on legislation that would provide jobs pext year and pay cash benefits to as many as million workers not now covered by unemployment compensation of which is unknown but which would probably be much more expensive than emergency job legislation that president ford has sought may be passed by both houses of congress tomorrow and sent to the white house 
0,waiting until nov will allow the fed to emphasize the connection between the discount rate and the expected weak growth in said william melton an economist at investors diversified services in minneapolis 
1,economists expect the fed policy makers to cut short term interest rates quarter of percentage poult such move would bring the benchmark federal funds rate on overnight loans among banks to percent its lowest since the early if the fed acts as expected it will be the th rate cut this year 
1,in some cases homeowners have been refinancing for second or third time amy crews cutts the deputy chief economist for freddie mac cited friends who refinanced last december when rates fell again in mid march dr cutts said they were already phoning their mortgage broker 
1,guess that bank lending rates might reverse course once more before firming in way that would signal real strength in the economic recovery whether that happens most of them said will depend on what happens to the money supply in the coming weeks and how much attention the fed pays to the behavior of that aggregate 
1,dave glowacki senior trader in detroit with the nbd bank estimated volume at percent of normal 
1,personal income continues to climb says robert genetski senior vice president and chief economist of chicago harris trust and savings bank but whether the new money means stronger economy remains matter of doubt the added income could flow into savings rather than into consumer spending he said 
1,a broad money supply measure is made up not only of currency and checking accounts but also of small savings deposits money market mutual funds held by the public and certain short term bank borrowings in september it grew at slow annual rate of percent compared with rapid percent annual rate of growth for the basic money measure which consists of just currency and checking accounts 
1,but p the keeper of the index doesn count every dividend and that where the argument for higher return
0,trading was generally subdued as investors appeared to be in cautious mood the major factors tending to restrain buying interest continued to be the berlin situation and the threat of strike against one or more of the major automobile producers 
0,the computer room of the security industry automation corporation in lower manhattan that processed transactions for the million shares traded on the new york stock exchange last week 
1,for most of yesterday the stock market seemed to hold its breath and walk on tiptoe prices held almost unchanged then in the final forty five minutes there was rather sharp break of prices led by the steels 
0,the new york times reported today that government officials said the president was prepared to accept broader more accelerated public jobs program and would go along with bill now before the house of representatives 
1,but the american rally fizzled and as stock prices moved lower european markets fell with them and the emerging markets in latin america the ones most vulnerable to the turmoil in asia fell even further adding to their very sharp losses of thursday in the afternoon the dow decline deepened and it closed down points at the dow drop over the last two days was the biggest since the end of march 
1,before this month ends however mr greenspan will have to switch irom words to action nnd he faces dilemma in doing so 
1,all through this barren neighborhood of industrial complexes mixed with new office buildings and fast food strips companies such as hughes aircraft trw and northrop are similarly advertising 
1,but still the news on inflation is positive he added based on anything we can clearly see it would be hard to make percent increase for the year mr tibbetts said 
1,even worse the last few months indicate that the nation cost push inflation has also become demand pull related if one eliminates the economic jargon what this means is that the inflation once fed primarily by its own momentum is now exacerbated by excess demand within the economy 
2,the stock market stretched out its best rally of yesterday as wall street pondered this puzzler is the rally for real 
0,then why hasn the fed already made preemptive strike on inflation mr dudley of goldman sachs recites laundry list of reasons the risk of sucking capital away from asia the hope that productivity growth will continue to accelerate and offset accelerating wages and the worry that an interest rate increase would come just as the american economy was beginning to cool on its own 
0,the mondale plan calls for billion in new taxes which would fall heaviest on the wealthiest americans billion in cuts in projected spending including billion in reduced military spending and billion in lower interest payments and billion in new revenues and savings through economic growth these deficit reducing steps would be partly offset by billion in increased spending on new education job training and other programs 
1,preferring instead to plow his savings largely into money market funds and other short term cash investments the small investor is showing more caution about his personal investments than he has for some time investment advisers and analysts say and without his participation in the stock market it is doubtful that any future rally will be sustained for long they note 
2,retail store sales in the new york metropolitan area advanced moderately last week from the level of the corresponding week in it was reported yesterday merchants estimated their gains to be to percent in the week 
2,last wednesday report that the gross national product expanded strongly in the first quarter of this year confirmed the findings of other indicators also showing the economy in stage of expansion these were some of the highlights in the last quarter of and the first quarter of the total economyafter adjusting for higher pricesrose at rate of percent above normal growth and far above the sluggish performance of and most of 
1,retail sales fell six tenths of percent in april the first decline in six months but the report was considered misleading because cool weather held down buying and an early easter put most holiday shopping in march bearing out that theory was revision of the march sales gain to percent up from eight tenths of percent business sales in march gained percent the biggest rise in more than year business inventories were up three tenths of percent the smallest rise in seven months 
1,they ve bloated it with blue smoke mirrors and gimmicks said lawrence kudlow an economist at bear sterns company and formerly chief economist in the budget office when it was run by david stockman 
0,he added however that have had strong and growing concern that the interest rates offered on this credit commitment and on other recent bank commitments have become increasingly concessional relative to market rates of interest 
1,the financial markets rallied sharply on the news which was much better than expected long term bond prices jumped by more than two points or for bond with face value and the dow jones industrial average gained points or percent to new post crash high of 
0,ratios for creditors or debtors this was the type of wholesale approach the united states used on foreign lending by american institutions in the mid consumer credit terms are now generally arranged between lender and the borrower federal truth in lending requirements require the lender to announce the simple annual rate of interest apart from this there is little federal interference 
0,in fact however not only are these agencies finding new ways to remain in business but they also are relaxing their guidelines so that more people and properties should be eligible this year they will also be gradually lowering their rates so the traditional benefits of below market cost financing should still make their offerings worth exploring 
0,thestreet com internet index fell or percent to pulled down by stocks like america online yahoo and cmgi the index has fallen nearly percent since it peaked on april 
2,today the treasury will auction billion of four year notes late yesterday these notes were traded at yield of percent on when issued basis 
1, economic growth appears weaker on the east and west coasts while central areas such as cleveland dallas kansas city and minneapolis report stronger than average growth said the fed so called beige book an anecdotal survey of business conditions in late july and august 
0,despite three rounds of wage increases since the end of the war employes have failed to increase industrial productivity to any appreciable extent by putting forth greater effort an economist and two industrial leaders declared yesterday they agreed that technological improvements introduced by management have been the deciding factors in the relatively small rise in productivity which has occurred 
1,some also said today report indicated that the federal reserve which has policy meeting next tuesday has leeway to cut interest rates further the dominant view however was that the fed would refrain amid some recent signs of pickup in the economy the repeated monetary infusions already in the pipeline and the uncertainty of new administration 
0,it was the second straight modest increase after two months of soaring prices at the beginning of the year the increase reflected big jump in energy costs but was tempered by drop in food and auto prices had it not been for the volatile food and energy categories the index would have registered decline of one tenth of percent 
0,the glory days of the federal science establishment may be over science leaders fear as cuts proposed by republicans to wipe out the budget deficit fall hard on civilian research 
2,jackson hole wyo aug by publicly challenging the views of his boss on the mission of the federal reserve bank the agency vice chairman alan blinder touched off dispute that could lead to clashes federal reserve annual conference here on saturday mr blinder called for central banks around the world including the fed to set interest rates so as to pursue low inflation and low unemployment 
1,much of this optimism is based on the spreading belief that the flow of investment funds into the credit markets will be large enough to absorb
2,washington may the recurring competition for control of national policy between the executive and the legislative branches of the government which is the inevitable and designed result of the division of power in the constitution has now attained its highest degree of intensity in this administration previously it was restrained by several factors republican congress or congress narrowly divided between the parties minimum percentage of unemployment mild opposition policy by the democratic leadership and president eisenhower concept that the limit of his official functions was to propose and then leave the disposing to congress except where
0,running the action is joseph sullivan president of the b e year old ex journalist who is the youngest head of an exchange in the nation painfully shy man mr sullivan nevertheless spent two busy stays in wall streel early last weok doing some more educational work for his month old operation 
1,industrial production for may was reported down by one half of percentage point bullish piece of news for bond prices but housing starts were reported up for the second straight month 
1,the stock market pulled back yesterday with many traders taking profits in issues that have had strong run ups this year it was drifting market said robert gordon president of twenty first securities corporation selling was predominant all day but it wasn anything major real correction would have been lot more 
1,today report also showed that industry operated at percent of capacity iast month down from percent in november also the third straight month of decline 
1,the broadway theater bedeviled by national recession and season in which few shows have received critical and public acceptance is in its worst slump in decade 
1,to be sure investors have many more alternatives to choose among such as wide variety of unit bond trusts financial futures and stock index options than in years past so it may well be that their appetite for stocks will remain relatively subdued or that it will take more powerful argument to bring them back to equities in force 
2,department store sales in the nation in the week before christmas zoomed to point percent above the level of the com parkble week last year it was the thirty sixth consecutive weekly gain reported bv the federal reserve board and the largest gain for single week in three years 
2,the federal budget has served as useful stabilizing force in the economy partly through the exertion of automatic changes in tax receipts and transfer payments as incomes rise and fall and partly through deliberate changes in tax and spending programs the combination of automatic and discretionary budget forces has generated surpluses in prosperity and deficits in recession the surpluses helped restrain booms and the deficits helped cushion the recession and aid recovery but neither the size nor the timing of fiscal policy have been appropriate to the movement of the business cycle 
1,since many analysts also expect the may data to be revised upward the stronger sales for april were enough to dampen hopes of some traders that the federal reserve would make any quick moves to ease monetary policy and encourage lower interest rates 
2,broader stock indicators also advanced the standard poor stock index rose points or percent to and the nasdaq composite index rose or percent to 
1,becoming millionaire isn what it used to be the federal reserve board said there were in and seven years later the inflation of the last three years may have doubled or tripled the number 
0,unemployment in all the areas was nearly double the rate for the nation the bureau said mr mitchell estimated that workers of the idle in august had been in the seventy most distressed areas 
1,mr jordan this has to be buying opportunity markets make bottoms on bad news and people who buy stocks on good news are late even if we are going into depression we have to rally first the market is already discounting doubling of the price of oil war recession and higher interest rates the risk has been taken out of the stock market what most people don understand is that psychology plays such an important part there is widespread fear and suspect it is going to increase over the next couple of weeks 
0,but inflation is likely to account for almost half of that billion gain the average business forecast is that inflationdefined as the rise in the price index used to deflate n as wholewill amount to percent next year slightly higher than the percent rate at which prices rose during the first three quarters of this year 
1,but even as he kept his options open mr greenspan mdicated that he saw no need for prolonged series of rate increases that might leave the economy flirting with recession asked if achieving price stability would require the fed to drive the unemployment rate up toward percent from its current level
2,this was strong performance that contrasted with disappointing drop in the unemployment rate from percent at the end of as growth in the labor force almost kept pace with growth in employment 
2,department store sales in the metropolitan area last week rose strongly above levels store officials estimated the increase at to percent 
1,strike for the iess than expected first quarter results however he said the improved may sales trend indicates second quarter industry profit performance better than in the first quarter and the second quarter based on the extent to which business has picked up in the last month or two the second quarter should be stronger period for retailing than the first david farrell president of the may company told boston analysts last week 
1,we re almost back to sept in our fear said dolores fanton who lives in victor y the doom and gloom on the news is enough to scare anybody 
0,he pointed out that the causes of the market downturns in the first six months of the year following the last five elections were higher interest rates and slowing of the economy caused by federal reserve board tightening of the money supply this time around private credit demand and the economy have already cooled off on their own 
0,during its boom of and the huge american economy pulled the rest of the world out of recession by swallowing up hundreds of billions of dollars worth of other countries goods but the american economy has lost its early vigor and another strong economy japan is also slowing down the reagan administration largely looks to west germany to take up the slack but economists say bonn is reluctant to do so for fear of reviving inflation 
0,usually harbinger of what consumers will pay later prices at wholesale were up percent last month recording their biggest gain since april 
1,the sale of of seven months notes of the new york city publio housing authority to finance state aided projects attracted yesterday several bids the bids used high interest rates and high dollar premiums to achieve lower net interest costs to the borrower than bids expressed in terms of current low short term market rates and limited dollar premiums 
2,bond prices were held down in part by speculation that the labor department would revise upward the surprisingly strong february payroll number when the agency reports on march employment on april more than jobs were added to the nation payrolls in february and the number prompted sharp selloffs in the bond and stock markets on march some traders speculated yesterday that the number could be revised to as high as one million new jobs 
0,the commerce department figures released yesterday show that singlefamily and apartment housing starts fell to an annual rate of million in june drop of percent from the rate of million year ago the decline was steepest in the northeast where housing activity was percent below the level 
2,the index is calculated by the labor department mr greenspan did not say who should serve on the panel or for how long but he strongly implied that the commissioners should be experts on prices and that the commission should be permanent if nothing is done the loss to the federal treasury from overstating inflation could add as much as billion to the federal budget deficit over the next five years he said 
1,double dip is an arrangement in which an american company will lease an asset an airplane factory or fleet of trucks from british bank because of certain peculiarities of the tax laws of the united states and britain the financing costs can be significantly lowered for the american company lower than most domestic tax leases lower than through the issuance of debt or equity and lower than bank borrowings 
1,the central bank move which had the impact of pumping funds into the banking system was not viewed as anything but step to help complete the treasury recent sale of almost biilion of percent month notes 
1,it is just as difficult to predict trading volume in the stock market as to forecast the direction of prices but some wall street brokers see signs of possible upswing in activity 
0,those who have known him for long can attest that he is such nice guy that he is about the last person they would have suspected was behind scathing blog that skewers the industry most sacred cows until mr gaskins chose to reveal himself now that he is closing his business as the author of the emperor old clothes only handful of friends knew he had such biting side but as fluff chance his pseudonymous creation mr gaskins is fearless in his critiques of colleagues and their creations just few examples 
1,with an absence of fanfare food stocks continue to forge ahead this year thanks to the choice ingredients of sluggish economy low inflation and declining commodity costs 
1,many lenders are still limiting loans to depositors only and some banks for example the bowery savings bank and the flushing national bank continue to be out of the mortgage market altogether 
1,the committee for economic stability sponsored by americans for democratic action prescribed as chief remedies for difficult economic situation an average percent reduction in retail prices wide adoption of the cents an hour wage boost already granted by several major industrial producers minimum wage of cents and tax relief for the lower income brackets 
1,through consolidated tape displaying last transaction prices and volume of all issues now listed on the new york stock exchange and other exchanges as well as over the counter securities the measure seeks to bring about single integrated market accessible to all qualified broker dealers and market makers 
2,the rise in the overall confidence index was to from according to subscriber with major component the appraisal of current conditions surging to
1,when the government reported that inflation in july was also unexpectedly low but still running well above the central bank unofficial target rate commentators hailed mr bernanke us almost
0,fifty three smaller areas were placed on the list by the labor department bureau of employment security 
0,washington april the nation unemployment rate rose further in march to percent of the labor force from percent in february the labor department reported today at the number of people out of work last month was little below the february level but normally there is big drop in march thus on seasonally adjusted basis the unemployment rate rose again 
0,no particular group showed strength except the gold mining stocks which normally run counter to the general market 
1,in the dally how ol economic data that was the latest headline and it sent stock prices smartly higher for while second report new orders last month for computers machinery trucks planes and other durable goods was also positive but it failed to provide convincing evidence that companies were once again expanding without that turnaround in capital spending the consumer led recovery could lose steam 
1,many oil analysts and economists are suggesting that the sharp price increases this year which have brought the price of oil up nearly to about barrel are going to hold some others contend that they see signs that point to rising oil prices for the rest of this decade 
1,in the opening three months of this year alcan aluminium and nl industries were natural resource stocks appearing among new additions to the portfolio of the no load fund 
2,boca raton fla nov stockbrokers strategists and other financial professionals are happy because the stock market seems set for one of its best years ever but many also express increasing concern even anxiety about the future many ask how can things stay this good for this long there is also excitement and good deal of nervousness about the growing use of new technologies such as the internet which offer financial services companies an opportunity to expand market share rapidly and build closer relationships with clients but that also threaten to cut out much of the role of the traditional stockbroker 
2,the stock market last week scored moderate advance in continued heavy trading despite some bearish economic developments the dow jones industrial average finished up to it highest level in months 
0,but you can take defense and the big entitlement programs off the table and say you can cut those and of course you can take interest on the debt because you can cut that we ve ended up with the white house saying in one breath percent of the budget is off limits you ve got to do more on the spending side 
1,the fed decision yesterday to raise short term interest rates by another quarter of percentage point to percent did not come as surprise to the market the widely expected decision and the statement issued with it were viewed as signal that the central bank sees continued improvements in the economic outlook and inflation 
0,in its midyear analysis of economic prospects the committee said that dismal future could be avoided only if the government acted now to raise the economy productive potential it described productivity growth or greater output per man hour as the economic linchpin of the 
1,this indeed proved to be the case year ago when rates declined for period of months only to reverse themselves in late february 
1,the new york times combined average of fifty representative issues reached new high of on thursday it ended the week at for net gain of trading was the heaviest since last october 
1,interest rates last week dropped more sharply than they ever have in single week as the credit markets became increasingly convinced that the recession had begun at last 
1,their campaigning is directed today at single institution the federal reserve and single possible act whether the federal reserve should raise interest rates another notch in in the eyes of the inflationists that extra notch the sixth increase this year could finally discourage borrowing in nation that requires abundant credit to thrive 
0,meanwhile steel output sank slowly downward output last week was scheduled at percent of theoretical capacity equal to tons this compared with percent or tons the week before month ago steel operations were at percent of capacity and ton were produced 
1,while most groups were irregularly higher the air transports were among the strongest and most active american airlines on shares rose point to pan american was ahead at and united by point at gain also matched by eastern which closed at commonwealth southern again headed the list in volume due to the large deals and on shares went to new high for the year of on rise of point 
1,the aluminum industry is going right on building more production capacity undeterred by its recession setback and apparently as confident as ever of burgeoning future markets 
1,but this year could be different the fear of the market going into the tank after the election is overdone said charles brume chairman of the oppenheimer capital corporation which manages billion in equities 
2,officers chat during opening session of the convention from left george dowdy chairman of the executive committee richard rich president and edward carter chairman of the resolutions committee who delivered the opening address yesterday 
1,inflationary implications but economists worried both about the ability of the economy to maintain that export momentum and about the inflationary impact if it does with employment at high levels they cautioned that the export surge may be pushing up against the capacity to produce in number of industrial sectors and that this could have inflationary implications 
1,he is optimistic about the outlook the focus on fundamentals however means that economic data will have to keep coming in at or above expectations to keep investors happy further decline in the dollar may be drag on stocks by discouraging foreigners from buying equities in the united states and if oil prices do not decline significantly they will become drag on growth 
0,morgan stanley downgraded four companies in this industry from strong buy to outperform 
1,however as the wall street saying goes never argue with the tape the banks committed their money and for the latest quarter at leastthe news was good for change 
1,washington jan president truman heartily endorsed to day the voluntary anti inflation program of the american bankers association declaring it was vitally important to the country bankers and borrowers alike said the president must be alert to the dangers caused by bank credit when it stimulates demand without increasing supply or when it is used speculatively he also stated his appreciation of the bankers efforts to sell savings bonds 
1,the last few weeks provide good example of the economy erratic fluctuations and the nervous state of current thinking in so many quarters lt should have been consoling period for analysts of the american business scenewith many more constructive developments than negative onesbut the sense of malaise continued to linger 
2,that belief was buttressed on wednesday when zenithoptlmedla part of the publicis groupe raised its forecast for growth in global ad spending this year to percent gain over compared with an increase of percent that the agency had predicted in december 
2, interest rates retreated broadly for the second straight session yesterday as the money and bond markets benefited from various developments including the continued run on the dollar abroad and the government success in preventing the prime rate from rising above percent the early tendency in the bond market rallied briskly and finished with gains in corporate issues that amounted to as much as point 
0,even mr obama more ambitious goal would not fully offset as many as million jobs that some economists ate projecting might be lost in the coming year according to the information he received from advisers in the past week that job loss would be double tire total this year and could push the nation unemployment rate past percent if nothing is done 
0,the reduction in outdoor activityconstruction road build ing and the likewas said to be the chief factor in the latest rise in unemployment december employment total wasl against at the worst of the recessioni and at the height of the boom 
1,much of this optimism is based on the spreading belief that the flow of investment funds into the credit markets will be large enough to absorb
1,most of the major groups of wholesale prices outside food rose in july more rapidly than in other recent months the overall index included these results the prices of all industrial commodities rose seven tenths of percent their largest rise since november july also marked the second consecutive month of accelerated rise in industrial commodity prices 
2,consumer confidence soared in march the conference board reported yesterday offering more evidence that the optimistic resilience of the american shopper is pulling the nation back from recession 
1,there were no evident changes in the fundamental factors that had so severely depressed prices of securities on broad front but there was better psychological mood in wall street as the technical position of the market generated the forces that produced powerful upsweep 
0,most economists suspect that compromise on the budget deficit will still result in larger deficit than this year even optimists see no more than token reduction possible and surprisingly some economists are now arguing that that is all well and good they say that reducing the deficit by any noticeable amount might hurl the economy into recession but others warn that failing to reduce the deficit would bring another assault on the dow jones industrial average and guaranteed recession 
1,the president spokesman larry speakes was asked whether mr reagan was referring to specific factors such as the fed actions or profiteering by banks all factors he replied without elaboration 
1,the economic recovery turned years old this month making it one of the longest business expansions on ecord but economists who follow business cycles say the unusual length of the current growth phase does not by itself mean that downturn is near 
1,the automotive shares leaders throughout the session maintained their advances fairly well but the railroads and steels lost most of their earlier gains 
1,shorter maturlty bills and notes also came under pressure with the rate for three month and six month maturities up five basis points 
1,that left banks and businesses that depend on commercial paper in jam and the fed scrambling to find solution 
0,ments to judge their capital adequacy including percent reserves for highly leveraged transactions and percent for commercial real estate when he did so he found that at leading banks reserve needs soared to billion from billion those would need billion of additional equity to meet projected year end capital ratio of percent to raise billion the banks would have to shrink assets by billion cut dividends in half by billion or reduce their expenses by percent year to raise billion over the next two and half years or use some combination of these mr hanley said that of the biggest banks could reach their capital requirements by some combination of the three methods but that the others could not and should seek mergers 
1,the october crash brought lot of people our way said thomas barrett whose scottsdale ariz company specializes in classic cars that sell for at least our sales jumped by more than million in we ve never had that kind of jump before we ve experienced no slowdown whatsoever the chairman of cartier ralph destino said quite the contrary there is tremendous vitality in the market every sales target and profit target we ve had has been reached and surpassed 
1,chrysler and sperry rand again topped the week most active list with chrysler up fraction and sperry rand unchanged for the period american telephone and telegraph was another feature soaring above at one point and closing at up for the week on higher dividend expectations most motor issues declined 
0,with the standard poor stock index down percent the stock market performance has been disappointing this year 
0,both parties are struggling under the weight of the recession which has added slate of economic woes to the general disenchantment with washington brand of insider politics that first began to make itself felt during the midterm elections 
1,leaders of the country billion housing industry which accounts for about percent of the gross national product say that the slump results in part from move by federal bank regulators to discourage banks from real estate lending in an attempt to prevent them from falling victim to the same careless practices that bankrupted so many savings institutions unless conditions improve they say and other factors including smaller number of young home buyers make
2,that reassurance failed to sway the bond market where mr greenspan sunny predictions ignited sell off the yield on the treasury yenr note rose to percent from percent on monday as more investors seemed to decide that the economy will pick up speed later this year possibly spelling an end to the bond rally that has lasted three and half years 
1,the total employed during the survey week early in june of this year was estimated at compared with month earlier 
1,washington oct up the federal reserve board is considering proposals that it lift the percent ceiling on interest paid by commercial banks on savings deposits board spokesman said today 
1,the democratic leaders also charged that the nixon policies had resulted in increasing welfare caseloads and higher interest rates on borrowing tho democratic statement followed the president order earlier this week suspending requirement that union scale wages be paid to workers on federal and federally assisted construction projects the order was aimed at holding down construction trade wage increases without actually imposing wage and price controls 
1,perhaps most distressing to investors who have poured money into technology stocks the gains of tech funds were far outpaced by funds that bought financial and health care stocks or real estate assets even funds that invest electric utility stocks as prosaic as the stock market has to offer walloped the technology funds during the quarter only one group of glamour stocks the biotechnology sector continued to shine while the average diversified stock fund investing united states companies gained percent in the quarter large company growth funds fell percent value funds investing in large company shares gained percent but those buy 
1,since mid july when stock market averages began drooping investors have been worriedly watching and wondering what the professionals think about the major markets then came iraq invasion of kuwait now the questions for institutional portfolio managers the driving force behind the markets in this country are obviously much more urgent 
0,labor costs moderated helping keep inflation under control and the average number of hours worked fell by the largest amount in years asbusinesses shed jobs 
1,compared with february the index was up percent last month and the core rate was up percent unlike the consumer price index which is more widely reported producer prices do not include taxes subsidies or distribution costs economists view increases in wholesale prices as early indicators of broader inflation 
1,lacking fresh economic data for guidance the market was left to its own sentiment which is that the economy is kind of soft right now said thomas carpenter chief economist at asb capital management money management firm in washington c he said that the slower economic growth would eventually bring on an easing it still early december and my feeling at this point is that statistically an ease in monetary policy in december can still be made between now and dec when the federal open market committee meets that is if we continue to get the same kinds of soft economic data that we have had over that last few months 
1,what been pushing the stock market down in recent weeks of all the reasons market analysts offer for why investors are building their cash positions elsewhere perhaps none is as pertinent as the fact that returns on treasury bills and bonds remain greater than the average income from stock dividends 
0,the dow jones industrial average rose points to close at but broader gauges than the blue chip dow barely edged higher the standard poor stock index added to and the new york stock exchange composite index gained to on the big board issues rose while fell volume was million shares down from million on wednesday 
0,the commissioner of labor statistics dr janet norwood noted today that private job growth had averaged only jobs monthly over the past four months half the growth rate of the first half of 
0,the plan whose main components involve refinancing some t bonds clamping down on administrative costs at the transit authority and recalculating gains from the pension plans would produce little more than million in savings the plan is not expected to produce significant long term savings to offset future budget shortfalls which have been estimated at million in 
0,the developments included possible changes in the vietnam situation possible increase in margin rates and some action by washington with respect to financing the cost of the war in vietnam 
2,the stock market pushed ahead yesterday to the levels of last august as strong buying raised prices well beyond points in some instances and left the composite rata higher by points 
0,in their public statements this fall top officials have tried to soothe anxiety rather than offer policy prescriptions instead of using the harsh word recession they have talked about tough times slowdown and downturn 
1,what accounts for the sluggish productivity and loss of competitiveness in world markets of united states industry some key officials of the carter administration including frank press director of the president office of science and technology policy secretary of commerce juanita kreps and richard atkinson head of the national science foundation think the answer may he that the federal government is not doing enough to support industrial research and development and may even be hampering it by tax and regulatory policies 
1,that the calls ve made and the data that ve looked at suggest that there is much broader softening out there than think perceived at our last meeting he said during telephone conference call on may the last meeting had taken place only two weeks earlier and at the meeting just before that one on march mr greenspan had declared the odds in my judgment are somewhat that we will have to tighten raise rates again before this cycle is over instead just two months later on june mr greenspan ordered the first cut in rates it was just quarter point decline and he and his colleagues kept lowering rates bit by bit for the next three yeats but the economy instead of reviving as loans became cheaper fell into recession in july and the fed never achieved its ideal which it calls soft landing state of being in which the economy grows by just enough to keep the unemployment rate and the inflation rate steady at fairly low levels 
1,it reported that all major types of spending had contributed to the rise in gross national product particularly consumer spending in the third quarter consumer spending ran percent ahead of the third quarter of and further rise is apparently taking place in the current quarter it added 
1,washington sept the economy displayed slow to moderate overall growth in midsummer but was marked by striking differences among geographic areas and industries federal reserve survey said today 
1,the members of the conference board economic forum released yesterday their semiannual report on american business outlook their tone was one of cautious optimism and in rare display of unanimity not one of the analysts predicted renewal of recession next year despite an apparent uncertainty among many consumers and businessmen 
0,but leaders of big business such as john de butts of the american telephone and telegraph company and thomas murphy of the general motors corporation have pledged to support the president anti inflation program even if it means an economic slowdown and lower profits wall street which is eager to see interest rates go down and stock prices go up would accept sluggish growth and more unemployment to bring inflation under control 
0,moderate declines were also registered in tax exempts and treasury issues were mixed the federal reserve reportedly bought million in coupon issues maturing to underwriters led by paragon securities and schweickart co won million of newark various purpose bonds on bid of for coupons the bonds are rated baa by moody and bbb by standard poor 
2,the second was that there are some elements in the outlook that indicate lessening of inflationary pressure in the future chief among them was the rapid growth in the nation productive capacity 
1,men here who have firmly endorsed the fed actions and have expressed concern only that the tight posture be maintained for as long as is necessary for the most part mr miller and mr volcker who made joint presentation to the group meeting at the homestead resort here had little new to add to their remarks of recent days both have been making an extensive round of public appearances in the week since the fed surprise saturday night announcement the announcement was of higher interest rates new reserve requirement for the banks and change in the fed operating policy designed to curtail the growth of money 
1,the most dramatic decline was registered in the price of the treasury bellwether percent year bond by late in the day the year issue was down by more than points or more than for each face value of securities to an offer of to yield percent 
2,technical looking on its face the amendment would empower the federal reserve to establish reserve requirements against bank assets as well as liabilities or deposits what it means in practice is that the federal reserve is being asked to decide which of the various types of loans and investments banks make are the most desirable to achieve the nation goals 
2,retail store sales in the new york metropolitan area advanced moderately last week from the level of the corresponding week in it was reported yesterday merchants estimated their gains to be to percent in the week 
0,also signing the report were leon henderson and paul porter former price administrators laughlin currie special economic consultant to the late president roosevelt william davis former chairman of the war labor board and director of stabilization k galbraith richard gilbert and david ginsburg all of whom have held high ranking positions in the opa joseph rauh jr former deputy housing administrator seymour harris professor of economics at harvard university and robert nathan who has held many responsible economic posts with the government slid is now private economic consultant 
0,this is not just an isolated day said bob gasser head of united states equity trading at p morgan securities it is lot tougher for the market to deal with rising interest rates than with good corporate earnings 
